vendedor_link,especificacoes,preco,vendedor,modelo,fabricante,local
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"SAMSUNG 840 Pro Series MZ-7PD128BW 2.5"" 128GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 473,90
         ","Gamemart Rio,
         (21) 2524-6672","
         MZ-7PD128BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"SAMSUNG 840 Pro Series MZ-7PD128BW 2.5"" 128GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 474,00
         ","XT Gold,
         (21) 2544-5478","
         MZ-7PD128BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=911e32ec01ade2b9edafb01bce452052,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 263,95
         ","Armazém Digital,
         (21) 2210-6441","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d1c47d2efb93da5f01f41ebf810bea7f,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 263,99
         ","D tudo um pouco digital,
         (21) 2524-6148","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=fa95b006c28a8e0757d8c9c9adb9a016,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 263,99
         ","Magia Digital,
         (21) 2220-3955","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a43fd178582b6e70f414752847d0c59e,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 264,00
         ","Aron Informática,
         (21) 2262-7636","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ae49aa137661019ca06f41a563b328fa,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 264,90
         ","GTS Games ,
         (21) 2524-6344","
         SV300S37A/120G - OEM, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ec7321f13977ea7d54aadfa3ddad1ab5,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 264,98
         ","Tá Barato,
         (21) 3527-0099","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=de49ae94e2d780ad34a4c784006233d3,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 274,98
         ","Info 132,
         (21) 3988-9636","
         SV300S37A/120G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1df216592ba519f7633908ce2424ba87,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 274,99
         ","Info X,
         (21) 3329-6141 ","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=16ccfefbbd797d6e8820a88b1002ef41,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 275,00
         ","Info 2000,
         (21) 3325-8226","
         SV300S37A/120G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=3c51e204293e9b61c63a30f928801c2d,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 276,80
         ","Infoheavy 1020 ,
         (21) 3126-2177","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1c2c148a3a9bd2972696bb6c5fb9adc0,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 280,00
         ","M2Tech,
         (21) 3796-1185","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 280,00
         ","@N@ Informática,
         (21) 2568-6956","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=3471937cf36a50341168bc5603967c1e,"Intel 330 Series 60GB 2.5IN SSD SATA3 Solid State Disk Flash Drive, taxa de leitura sequencial (até) 500MB/s e taxa de gravação sequencial (até) 450MB/s, Flash Nand 25 nm, Kit Desktop 
          ,
          ","
			R$ 285,00
         ","Eprom 212,
         (21) 3471-0139","
         SSDSC2CT060A3K5 - BOX,
         ",Intel,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=0779ef2c9e04abb7ac2ff4d831f1f13e,"SanDisk Ultra Plus SDSSDHP-128G-G25 2.5"" 128GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 289,90
         ","Tecsync,
         (21) 2544-3329","
         SDSSDHP-128G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1df216592ba519f7633908ce2424ba87,"SanDisk ReadyCache SDSSDRC-032G-G26 2.5"" 32GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 164,99
         ","Info X,
         (21) 3329-6141 ","
         SDSSDRC-032G-G26 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7b9619a9d99b7f1afecd4f1d0b423b88,"Intel 525 Series Lincoln Crest SSDMCEAC030B301 mSATA 30GB SATA III MLC Internal Solid State Drive 
          ,
          ","
			R$ 180,00
         ","Out let,
         (21) 2416-0154","
         SSDMCEAC030B301 ,
         ",Intel,"Rio de Janeiro / RJ,Campo Grande"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston SMS200S3/30G Leitura sequencial 550MB/s, Gravações sequenciais 510MB 30GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 185,00
         ","Mr Bios ,
         (21) 2262-2640","
         SMS200S3/30G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Wi-Drive Storage Portátil 32GB, Armazenamento portátil e sem fios com 32Gb. Compatível com iPad, iPhone, e iPod touch. Integrado com Wi-Fi 802.11g/n; Sistema Operacional Compativel (Windows 7, Windows Vista (SP1, SP2), Mac OS v.10.5.x+ ,Linux v.2.6.x+) 
          ,
          ","
			R$ 195,00
         ","Mr Bios ,
         (21) 2262-2640","
         WID/32GBZE  - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Solid State Drive (SSD) Lite On 32GB mSATA 3.0
          ,
          ","
			R$ 195,00
         ","Mr Bios ,
         (21) 2262-2640","
         LMS-32L6M - OEM,
         ",Lite On,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=979c12cd30d82f7dfcb0ecb929b72260,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 199,00
         ","Maximus Rio Comercial,
         (21) 3459-5551","
         SDSA6GM-064G - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Vista Alegre"
http://www.boadica.com.br/detalhevendedor.asp?codigo=16ccfefbbd797d6e8820a88b1002ef41,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 200,00
         ","Info 2000,
         (21) 3325-8226","
         SV300S37A/60G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a95a0f14ea7737b20ddb3de1af56a22b,"Wi-Drive Storage Portátil 32GB, Armazenamento portátil e sem fios com 32Gb. Compatível com iPad, iPhone, e iPod touch. Integrado com Wi-Fi 802.11g/n; Sistema Operacional Compativel (Windows 7, Windows Vista (SP1, SP2), Mac OS v.10.5.x+ ,Linux v.2.6.x+) 
          ,
          ","
			R$ 204,00
         ","Primus Info Colegio,
         (21) 3164-7547","
         WID/32GBZE  - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Colégio"
http://www.boadica.com.br/detalhevendedor.asp?codigo=f8800541dfa02b45b5700d3139857fe5,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,00
         ","Vem Que Tem,
         (21) 3197-1675","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,17
         ","Only e One,
         (21)2215-2961","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=894906928c756462f1bc5310b6573697,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,18
         ","Smart Bit,
         (21)2220-9944","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=992dbb55b105fed50c126c11b75eed0d,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,19
         ","HopeInfo,
         (21)2215-2523","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a846da4621725f4496481382054f79d0,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,20
         ","Só Aqui Tem,
         (21) 2025-1640","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7de96c4fb4924257d8319be94e366763,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,25
         ","Interconnection,
         (21)3174-2933","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ec7321f13977ea7d54aadfa3ddad1ab5,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,44
         ","Tá Barato,
         (21) 3527-0099","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=289afb78393221a2e7e300cd7a6c2b7d,"Intel 525 Series Lincoln Crest SSDMCEAC030B301 mSATA 30GB SATA III MLC Internal Solid State Drive 
          ,
          ","
			R$ 207,00
         ","Supply Hall,
         (21) 2238-1695","
         SSDMCEAC030B301 ,
         ",Intel,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=de49ae94e2d780ad34a4c784006233d3,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 207,00
         ","Info 132,
         (21) 3988-9636","
         SV300S37A/60G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=3471937cf36a50341168bc5603967c1e,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 208,00
         ","Eprom 212,
         (21) 3471-0139","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a8164fb8e0dbd43bf5f87ab86dc1c562,"SanDisk SDSSDP-064G-G25 2.5"" 64GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 209,00
         ","Digital 70,
         (21) 2524-2509","
         SDSSDP-064G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d60a1389a0386f303268aebbd286b51c,"SanDisk SDSSDP-064G-G25 2.5"" 64GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 209,00
         ","Triunfo Eletrônico,
         (21) 2292-8099","
         SDSSDP-064G-G25 - BOX,
         ",Sandisk,"Rio de janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 210,00
         ","Flying Computer,
         (21) 2431-2573","
         SDSA6GM-064G,
         ",Sandisk,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 210,00
         ","XT Gold,
         (21) 2544-5478","
         SDSA6GM-064G - OEM,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7de96c4fb4924257d8319be94e366763,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 210,00
         ","Interconnection,
         (21)3174-2933","
         SDSA6GM-064G - OEM,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 213,00
         ","Cyber Info,
         (21) 2618-0280","
         SV300S37A/60G, 

         ,
         ",Kingston,"Niterói / RJ,Centro"
